Title,Link,Rank,Year,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,GameCategory_1,RankCategory_1,ScoreCategory_1,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Pairs ,https://boardgamegeek.com/boardgame/152237/pairs,3424,2014,2348,6.32773,5.9188,1.47532,1.1346,104,25222,1,3.0,8.0,5.0,6.0,22,15,15,"Push Your Luck
Score-and-Reset Game
Single Loser Game
",Family,1133.0,5.98204,10.55,,,,,,
Krazy Wordz ,https://boardgamegeek.com/boardgame/231962/krazy-wordz,3430,2016,687,7.21805,5.9183,1.3353,1.25,16,2143,0,4.0,7.0,5.0,6.0,9,45,45,"Simultaneous Action Selection
Spelling
",Party,151.0,6.34494,,,,,,,
Catch Phrase! ,https://boardgamegeek.com/boardgame/2582/catch-phrase,3444,1994,2536,6.34696,5.91678,1.54325,1.1429,168,9240,0,4.0,4.0,6.0,6.0,26,30,30,"Hot Potato
",Party,269.0,6.06666,58.38,,,,,,
Cheeky Monkey ,https://boardgamegeek.com/boardgame/29773/cheeky-monkey,3501,2007,1196,6.63674,5.90871,1.31665,1.1474,95,10201,2,2.0,6.0,4.0,5.0,31,15,15,"Push Your Luck
Set Collection
",Family,1071.0,6.01628,,,,,,,
Kobayakawa ,https://boardgamegeek.com/boardgame/142325/kobayakawa,3509,2013,2127,6.32805,5.90761,1.37032,1.1839,87,6995,1,3.0,6.0,5.0,5.0,24,15,15,"Betting and Bluffing
",Party,253.0,6.09637,,Family,1140.0,5.98034,,,
Tapple ,https://boardgamegeek.com/boardgame/129556/tapple,3515,2012,1739,6.46555,5.90688,1.25634,1.0323,31,7485,1,2.0,8.0,4.0,6.0,12,30,30,"Matching
Memory
Player Elimination
",Party,236.0,6.14201,,,,,,,
Sequoia ,https://boardgamegeek.com/boardgame/305986/sequoia,3546,2020,1196,6.61631,5.90124,1.28839,1.15,20,6197,0,2.0,5.0,4.0,5.0,12,10,10,"Area Majority / Influence
Dice Rolling
Simultaneous Action Selection
",Family,1101.0,5.99631,,,,,,,
Quartz ,https://boardgamegeek.com/boardgame/172881/quartz,3590,2015,989,6.97913,5.89454,1.5018,1.2581,31,3948,0,3.0,5.0,4.0,5.0,14,45,60,"Push Your Luck
Set Collection
Take That
",Party,248.0,6.10819,,,,,,,
Time's Up! Academy ,https://boardgamegeek.com/boardgame/46158/times-up-academy,3625,2009,568,7.34165,5.8895,1.47071,1.0952,21,2060,0,4.0,10.0,6.0,6.0,11,30,30,"Acting
Communication Limits
Memory
Team-Based Game
",Party,147.0,6.35619,,,,,,,
Who Did It? ,https://boardgamegeek.com/boardgame/241491/who-did-it,3631,2018,1470,6.55285,5.88856,1.5324,1.0303,33,8541,6,3.0,6.0,4.0,5.0,20,15,15,"Memory
Single Loser Game
",Family,1165.0,5.97243,,,,,,,
Cover Your Assets ,https://boardgamegeek.com/boardgame/121193/cover-your-assets,3671,2011,1855,6.43616,5.88285,1.61036,1.1489,47,9516,0,3.0,6.0,4.0,5.0,19,15,45,"Hand Management
Set Collection
Take That
",Family,1223.0,5.94064,16.99,,,,,,
Compatibility ,https://boardgamegeek.com/boardgame/2604/compatibility,3678,1996,1334,6.57785,5.88137,1.4339,1.1127,71,2611,1,4.0,4.0,6.0,6.0,17,30,30,"Simultaneous Action Selection
Team-Based Game
",Party,219.0,6.17797,94.6,,,,,,
Time's Up! Party Edition ,https://boardgamegeek.com/boardgame/230262/times-up-party-edition,3700,2004,478,7.54585,5.88031,1.33077,1.0909,11,1974,0,4.0,4.0,6.0,6.0,3,45,90,"Acting
Memory
Team-Based Game
",,,,,,,,,,
Mutabo ,https://boardgamegeek.com/boardgame/238094/mutabo,3716,2017,492,7.4878,5.87767,1.32827,1.0556,18,1965,0,4.0,6.0,5.0,6.0,12,25,45,"Command Cards
Cooperative Game
Paper-and-Pencil
Real-Time
Storytelling
",Party,176.0,6.29806,,,,,,,
Splito ,https://boardgamegeek.com/boardgame/359878/splito,3731,2022,957,6.72265,5.87828,1.20042,1.1739,23,5093,1,3.0,8.0,5.0,6.0,17,15,20,"Neighbor Scope
Simultaneous Action Selection
",Family,1124.0,5.98449,,,,,,,
Exploding Kittens ,https://boardgamegeek.com/boardgame/172225/exploding-kittens,3740,2015,34882,6.06256,5.87301,1.76027,1.0856,888,110717,2,3.0,5.0,4.0,5.0,369,15,15,"Hand Management
Hot Potato
Player Elimination
Push Your Luck
Set Collection
Take That
",Party,558.0,5.65628,18.22,,,,,,
Rolling Ranch ,https://boardgamegeek.com/boardgame/249673/rolling-ranch,3753,2019,976,6.71121,5.87222,1.2024,1.2222,18,4003,0,1.0,20.0,4.0,5.0,11,10,20,"Dice Rolling
Paper-and-Pencil
",Family,1152.0,5.976,,,,,,,
Dinosaur Tea Party ,https://boardgamegeek.com/boardgame/247160/dinosaur-tea-party,3770,2018,1527,6.43018,5.86971,1.49721,1.2083,24,6666,0,3.0,5.0,4.0,5.0,16,15,30,"Memory
Pattern Recognition
",Family,1221.0,5.94237,,,,,,,
Articulate! ,https://boardgamegeek.com/boardgame/6541/articulate,3786,1992,1562,6.52782,5.86797,1.53831,1.2623,61,3691,0,4.0,8.0,6.0,6.0,16,60,60,"Team-Based Game
",Party,307.0,5.99119,,,,,,,
Hive Mind ,https://boardgamegeek.com/boardgame/201308/hive-mind,3791,2016,671,7.12168,5.86736,1.43072,1.1,10,2764,0,4.0,9.0,6.0,6.0,6,30,90,"Cooperative Game
Paper-and-Pencil
",Party,190.0,6.25491,,,,,,,
Cockroach Salad ,https://boardgamegeek.com/boardgame/32341/cockroach-salad,3795,2007,3148,6.13728,5.86668,1.34892,1.1404,171,9949,4,3.0,6.0,4.0,5.0,42,10,20,"Pattern Recognition
Speed Matching
",Party,322.0,5.97529,,,,,,,
Magical Athlete ,https://boardgamegeek.com/boardgame/24565/magical-athlete,3800,2003,1166,6.55533,5.86671,1.51799,1.3165,79,3726,1,4.0,5.0,5.0,5.0,32,60,90,"Open Drafting
Race
Roll / Spin and Move
Variable Player Powers
",Family,1193.0,5.95588,,,,,,,
Wicked Witches Way ,https://boardgamegeek.com/boardgame/28025/wicked-witches-way,3822,2006,1521,6.38222,5.86264,1.25358,1.4663,163,3428,5,3.0,6.0,4.0,5.0,17,30,30,"Dice Rolling
Memory
Open Drafting
Pattern Recognition
Race
Simultaneous Action Selection
",Family,1208.0,5.9475,,,,,,,
Nuclear War ,https://boardgamegeek.com/boardgame/713/nuclear-war,3835,1965,2950,6.21507,5.86115,1.6889,1.4449,272,4811,0,3.0,6.0,6.0,6.0,35,60,60,"Action Queue
Hand Management
Take That
",Thematic,840.0,5.9127,,,,,,,
The Bucket King ,https://boardgamegeek.com/boardgame/3141/the-bucket-king,3865,2002,1603,6.33593,5.85812,1.23946,1.2316,190,7083,6,3.0,6.0,5.0,6.0,26,45,45,"Hand Management
Take That
",Family,1227.0,5.93929,,,,,,,
