Title,Link,Rank,Year,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,Category_1,RankCat_1,ScoreCat_1,Category_2,RankCat_2,ScoreCat_2,AmazonPrice
Gizmos ,https://boardgamegeek.com/boardgame/246192/gizmos,368,2018,12158,7.38965,7.08891,1.14532,2.0045,220,76427,9,2,4,3,3,135,40,50,"Action Queue
Contracts
Open Drafting
",Family ,65,7.16003,,,,$39.99 
Love Letter ,https://boardgamegeek.com/boardgame/277085/love-letter,369,2019,9025,7.51707,7.08897,1.29843,1.1263,190,35590,0,3,6,4,4,159,20,20,"Hand Management
Player Elimination
Score-and-Reset Game
",Party ,18,7.21679,Family ,64,7.16286,$14.99 
Mysterium ,https://boardgamegeek.com/boardgame/181304/mysterium,370,2015,42761,7.22452,7.08755,1.38479,1.8977,919,108974,21,3,7,5,6,442,42,42,"Communication Limits
Cooperative Game
Deduction
Finale Ending
Hand Management
Pattern Recognition
",Thematic,128,7.06573,Family ,96,7.08078,$34.99 
Takenoko ,https://boardgamegeek.com/boardgame/70919/takenoko,371,2011,43757,7.21929,7.0874,1.19621,1.9761,1548,152487,23,2,4,3,3,442,45,45,"Action Points
Contracts
Dice Rolling
End Game Bonuses
Grid Movement
Hexagon Grid
",Family ,91,7.09763,,,,$44.82 
Raiders of Scythia ,https://boardgamegeek.com/boardgame/301880/raiders-scythia,372,2020,5162,7.77248,7.08912,1.16873,2.7164,201,13479,0,1,4,3,3,179,60,80,"Contracts
Dice Rolling
Hand Management
Open Drafting
Solo / Solitaire Game
Variable Player Powers
",Strategy ,224,7.20811,,,,$48.53 
Turing Machine ,https://boardgamegeek.com/boardgame/356123/turing-machine,373,2022,5267,7.76495,7.08992,1.39589,2.4215,121,62770,8,1,4,1,1,161,20,20,"Deduction
Solo / Solitaire Game
",Strategy ,232,7.19117,,,,$39.95 
Ghost Stories ,https://boardgamegeek.com/boardgame/37046/ghost-stories,374,2008,21148,7.27311,7.08367,1.42229,2.9046,1048,67867,5,1,4,4,4,381,60,60,"Cooperative Game
Dice Rolling
Grid Movement
Modular Board
Move Through Deck
Solo / Solitaire Game
",Strategy ,296,7.09275,,,,Unknown
Star Wars: Armada ,https://boardgamegeek.com/boardgame/163745/star-wars-armada,375,2015,5404,7.8254,7.08403,1.4826,3.16,225,13269,8,2,2,2,2,58,120,120,"Action Queue
Critical Hits and Failures
Dice Rolling
Line of Sight
Movement Template
Simulation
",War ,51,7.39084,Thematic,62,7.29184,$95.99 
Hannibal: Rome vs. Carthage ,https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage,376,1996,4981,7.78256,7.08384,1.51492,3.4547,585,7986,6,2,2,2,2,99,40,200,"Area Majority / Influence
Campaign / Battle Card Driven
Dice Rolling
Events
Point to Point Movement
Simulation
",War ,20,7.63315,,,,Unknown
Ginkgopolis ,https://boardgamegeek.com/boardgame/128271/ginkgopolis,377,2012,7662,7.50837,7.08395,1.27565,2.9056,392,32827,4,1,4,2,3,210,45,45,"Area Majority / Influence
Closed Drafting
End Game Bonuses
Layering
Multi-Use Cards
Simultaneous Action Selection
",Strategy ,233,7.1856,,,,$51.29 
Flamecraft ,https://boardgamegeek.com/boardgame/336986/flamecraft,378,2022,11727,7.46823,7.08513,1.33272,2.1881,335,34807,6,1,5,3,3,188,60,60,"Contracts
End Game Bonuses
Hand Management
Modular Board
Set Collection
Worker Placement
",Strategy ,301,7.08289,Family ,79,7.13407,$49.95 
Agricola: All Creatures Big and Small ,https://boardgamegeek.com/boardgame/119890/agricola-all-creatures-big-and-small,379,2012,13638,7.33986,7.08143,1.22425,2.3497,592,45772,7,2,2,2,2,137,30,30,"Automatic Resource Growth
Enclosure
Increase Value of Unchosen Resources
Tile Placement
Worker Placement
",Strategy ,276,7.12161,,,,$44.49 
The Resistance ,https://boardgamegeek.com/boardgame/41114/resistance,380,2009,40370,7.21988,7.08074,1.47313,1.5919,1556,163638,3,5,10,7,7,492,30,30,"Hidden Roles
Memory
Roles with Asymmetric Information
Simultaneous Action Selection
Team-Based Game
Traitor Game
",Party ,32,7.04007,,,,$24.99 
51st State: Master Set ,https://boardgamegeek.com/boardgame/192458/51st-state-master-set,381,2016,6761,7.60338,7.0797,1.30324,2.9013,233,22614,1,1,4,2,2,172,60,90,"Hand Management
Open Drafting
Variable Phase Order
Variable Player Powers
Worker Placement
",Strategy ,234,7.18277,,,,$158.93 
John Company: Second Edition ,https://boardgamegeek.com/boardgame/332686/john-company-second-edition,382,2022,2725,8.34792,7.08185,1.65205,4.4502,271,6342,5,1,1,4,5,122,90,240,"Bribery
Dice Rolling
Negotiation
Push Your Luck
Simulation
Voting
",Thematic,47,7.40756,Strategy ,180,7.30003,Unknown
Altiplano ,https://boardgamegeek.com/boardgame/234487/altiplano,383,2017,8931,7.47084,7.0762,1.26479,3.2967,300,26634,6,2,4,3,3,171,60,120,"Action Points
Contracts
Deck, Bag, and Pool Building
Modular Board
Open Drafting
Tile Placement
",Strategy ,251,7.15626,,,,$63.66 
Furnace ,https://boardgamegeek.com/boardgame/318084/furnace,384,2020,9895,7.42066,7.07676,1.12124,2.2955,220,29295,6,2,4,3,4,144,30,60,"Auction Compensation
Auction: Fixed Placement
Auction: Multiple Lot
Auction/Bidding
Constrained Bidding
Open Drafting
",Strategy ,257,7.14411,,,,$39.96 
Cat in the Box: Deluxe Edition ,https://boardgamegeek.com/boardgame/345972/cat-box-deluxe-edition,385,2022,5988,7.62498,7.0796,1.16875,1.9898,98,23207,7,3,5,4,4,114,20,40,"Enclosure
Hand Management
Predictive Bid
Trick-taking
",Family ,57,7.21673,,,,$19.99 
San Juan ,https://boardgamegeek.com/boardgame/8217/san-juan,386,2004,23643,7.23366,7.07251,1.17617,2.2856,2062,103390,11,2,4,3,3,355,45,60,"Action Drafting
Follow
Hand Management
Multi-Use Cards
Set Collection
Variable Phase Order
",Strategy ,297,7.09081,,,,Unknown
Mage Wars Arena ,https://boardgamegeek.com/boardgame/101721/mage-wars-arena,387,2012,7845,7.58426,7.07016,1.61423,3.6804,535,15555,4,2,2,2,2,150,90,90,"Deck Construction
Dice Rolling
Grid Movement
Line of Sight
Simultaneous Action Selection
Square Grid
",Customizable,13,7.29767,,,,$99.99 
Blood Bowl: Team Manager – The Card Game ,https://boardgamegeek.com/boardgame/90137/blood-bowl-team-manager-card-game,388,2011,11328,7.39088,7.06962,1.31659,2.3381,630,26649,4,2,4,4,4,234,60,120,"Area Majority / Influence
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
Open Drafting
",Thematic,102,7.16868,,,,Unknown
Newton ,https://boardgamegeek.com/boardgame/244711/newton,389,2018,6728,7.55867,7.06821,1.20966,3.3876,258,23226,7,1,4,3,3,154,90,90,"Action Retrieval
Closed Drafting
Deck, Bag, and Pool Building
End Game Bonuses
Hand Management
Income
",Strategy ,237,7.17762,,,,$62.99 
Carpe Diem ,https://boardgamegeek.com/boardgame/245934/carpe-diem,390,2018,7466,7.51915,7.06762,1.1748,2.5082,244,31878,4,2,4,3,3,147,45,75,"Area Movement
Contracts
End Game Bonuses
Open Drafting
Tile Placement
Turn Order: Progressive
",Strategy ,243,7.16601,,,,$17.90 
Abyss ,https://boardgamegeek.com/boardgame/155987/abyss,391,2014,14531,7.32845,7.06683,1.25982,2.3216,513,44529,9,2,4,4,4,235,30,60,"Auction/Bidding
Hand Management
Memory
Open Drafting
Push Your Luck
Set Collection
",Strategy ,292,7.09622,,,,$46.21 
Project L ,https://boardgamegeek.com/boardgame/260180/project-l,392,2020,8410,7.48403,7.063,1.12329,1.5593,177,46827,5,1,4,2,3,111,20,40,"Action Points
Open Drafting
Pattern Building
Resource Queue
Tile Placement
",Abstract ,12,7.26474,Family ,69,7.15651,$34.99 
Summoner Wars (Second Edition) ,https://boardgamegeek.com/boardgame/332800/summoner-wars-second-edition,393,2021,3251,8.16715,7.06377,1.35177,2.6,80,13816,1,2,2,2,2,38,40,60,"Action Points
Card Play Conflict Resolution
Deck Construction
Dice Rolling
Die Icon Resolution
Grid Movement
",Strategy ,212,7.23575,,,,$43.69 
Notre Dame ,https://boardgamegeek.com/boardgame/25554/notre-dame,394,2007,13281,7.31586,7.06231,1.20546,2.7424,1153,42752,10,2,5,3,4,262,45,75,"Area Majority / Influence
Closed Drafting
Point to Point Movement
",Strategy ,275,7.12309,,,,$43.00 
The Pillars of the Earth ,https://boardgamegeek.com/boardgame/24480/pillars-earth,395,2006,17742,7.26467,7.05943,1.18917,2.8139,1413,31397,21,2,4,4,4,318,90,120,"Events
Market
Turn Order: Random
Worker Placement
Worker Placement, Different Worker Types
",Strategy ,293,7.09568,,,,$49.36 
Gùgōng ,https://boardgamegeek.com/boardgame/250458/gugng,396,2018,8695,7.45053,7.05788,1.21583,3.0782,371,22451,6,1,5,3,4,233,60,90,"Area Majority / Influence
Hand Management
Set Collection
Worker Placement
",Strategy ,258,7.14398,,,,$78.00 
Twice as Clever! ,https://boardgamegeek.com/boardgame/269210/twice-clever,397,2019,8622,7.44887,7.05793,1.1614,2.2941,170,85751,4,1,4,2,2,126,30,30,"Dice Rolling
Paper-and-Pencil
Re-rolling and Locking
Solo / Solitaire Game
",Family ,66,7.15994,,,,$22.09 
At the Gates of Loyang ,https://boardgamegeek.com/boardgame/39683/gates-loyang,398,2009,11073,7.35937,7.05693,1.27502,3.1121,651,38587,3,1,4,2,2,429,60,120,"Contracts
Income
Loans
Market
Open Drafting
Set Collection
",Strategy ,270,7.12648,,,,Unknown
Pandemic: Fall of Rome ,https://boardgamegeek.com/boardgame/260428/pandemic-fall-rome,399,2018,6017,7.6245,7.05692,1.14569,2.4286,140,17003,3,1,5,3,3,101,45,60,"Action Points
Cooperative Game
Dice Rolling
Events
Hand Management
Point to Point Movement
",Strategy ,248,7.15726,,,,$39.99 
Sidereal Confluence ,https://boardgamegeek.com/boardgame/202426/sidereal-confluence,400,2017,4694,7.77575,7.05392,1.6256,3.526,173,9460,4,4,9,5,6,115,120,180,"Auction/Bidding
Hidden Victory Points
Negotiation
Real-Time
Tech Trees / Tech Tracks
Trading
",Strategy ,228,7.19749,,,,$75.25 
Maria ,https://boardgamegeek.com/boardgame/40354/maria,401,2009,3502,7.97711,7.05199,1.42383,3.5636,291,6502,5,3,3,3,3,143,210,210,"Auction/Bidding
Hand Management
Negotiation
Point to Point Movement
Secret Unit Deployment
Simulation
",War ,15,7.73221,,,,Unknown
Schotten Totten ,https://boardgamegeek.com/boardgame/372/schotten-totten,402,1999,11237,7.35432,7.05074,1.20042,1.7043,460,67728,2,2,2,2,2,111,20,20,"Card Play Conflict Resolution
Hand Management
Melding and Splaying
Set Collection
",Family ,81,7.12721,,,,$23.87 
The Godfather: Corleone's Empire ,https://boardgamegeek.com/boardgame/195539/godfather-corleones-empire,403,2017,7521,7.52874,7.04965,1.32426,2.6474,190,15213,2,2,5,4,4,153,60,90,"Area Majority / Influence
Auction/Bidding
Hand Management
Memory
Open Drafting
Take That
",Strategy ,269,7.12659,,,,$96.96 
Smartphone Inc. ,https://boardgamegeek.com/boardgame/246684/smartphone-inc,404,2018,5954,7.59111,7.04963,1.21338,2.7616,151,14734,4,3,5,5,5,112,60,90,"Action Queue
Area Majority / Influence
Layering
Network and Route Building
Simultaneous Action Selection
Solo / Solitaire Game
",Strategy ,244,7.16516,,,,$57.32 
Saint Petersburg ,https://boardgamegeek.com/boardgame/9217/saint-petersburg,405,2004,15893,7.27394,7.04901,1.31752,2.4597,1427,83467,11,2,4,4,4,305,45,60,"Income
Open Drafting
Set Collection
",Strategy ,295,7.09336,,,,Unknown
Die Macher ,https://boardgamegeek.com/boardgame/1/die-macher,406,1986,5752,7.59777,7.04744,1.56534,4.3141,780,7473,4,4,5,5,5,136,240,240,"Alliances
Area Majority / Influence
Auction/Bidding
Dice Rolling
Hand Management
Simultaneous Action Selection
",Strategy ,236,7.18035,,,,Unknown
Downforce ,https://boardgamegeek.com/boardgame/215311/downforce,407,2017,13425,7.30874,7.04543,1.2121,1.7279,272,77151,3,2,6,3,3,224,20,40,"Auction/Bidding
Betting and Bluffing
Hand Management
Moving Multiple Units
Predictive Bid
Track Movement
",Family ,85,7.10797,,,,$39.95 
Endeavor ,https://boardgamegeek.com/boardgame/33160/endeavor,408,2009,9483,7.38163,7.04088,1.22537,2.9089,757,23656,11,3,5,4,5,239,90,90,"Area Majority / Influence
Hand Management
Open Drafting
Set Collection
Tech Trees / Tech Tracks
",Strategy ,271,7.12609,,,,Unknown
Evolution: Climate ,https://boardgamegeek.com/boardgame/182134/evolution-climate,409,2016,7864,7.50054,7.03934,1.30263,2.747,166,15554,2,2,6,4,4,124,60,60,"Action Points
Events
Hand Management
Secret Unit Deployment
Simulation
Take That
",Strategy ,290,7.10162,,,,$59.99 
Great Western Trail: New Zealand ,https://boardgamegeek.com/boardgame/380607/great-western-trail-new-zealand,410,2023,1990,8.69367,7.05344,1.11061,3.876,121,6122,0,1,4,3,3,74,75,150,"Deck, Bag, and Pool Building
Hand Management
Ownership
Set Collection
Solo / Solitaire Game
Track Movement
",Strategy ,168,7.32527,,,,$61.16 
Unmatched: Robin Hood vs. Bigfoot ,https://boardgamegeek.com/boardgame/274638/unmatched-robin-hood-vs-bigfoot,411,2019,3853,7.94552,7.03995,1.22839,1.9286,42,5577,0,2,2,2,2,27,20,20,"Action Points
Card Play Conflict Resolution
Hand Management
Line of Sight
Point to Point Movement
Variable Player Powers
",Strategy ,253,7.15508,,,,Unknown
King of Tokyo ,https://boardgamegeek.com/boardgame/70323/king-tokyo,412,2011,69424,7.13725,7.03726,1.32546,1.4878,2776,355434,24,3,6,4,5,995,30,30,"Dice Rolling
Die Icon Resolution
King of the Hill
Open Drafting
Player Elimination
Push Your Luck
",Family ,110,7.02556,,,,$40.04 
Ticket to Ride: Märklin ,https://boardgamegeek.com/boardgame/21348/ticket-ride-marklin,413,2006,9155,7.41018,7.0353,1.24771,2.2433,855,16647,5,2,5,4,4,104,30,60,"Hand Management
Network and Route Building
Open Drafting
Point to Point Movement
Set Collection
",Strategy ,294,7.09473,Family ,82,7.12171,Unknown
In the Year of the Dragon ,https://boardgamegeek.com/boardgame/31594/year-dragon,414,2007,11958,7.3038,7.03412,1.35036,3.0893,963,31941,6,2,5,4,5,274,75,100,"Action Drafting
Events
Hand Management
Turn Order: Stat-Based
Variable Set-up
",Strategy ,289,7.10277,,,,$22.99 
Here I Stand ,https://boardgamegeek.com/boardgame/17392/here-i-stand,415,2006,3875,7.88381,7.03371,1.76757,4.1838,517,6706,5,3,3,6,6,181,180,360,"Campaign / Battle Card Driven
Dice Rolling
Events
Hand Management
Movement Points
Point to Point Movement
",War ,17,7.69779,,,,Unknown
Arkham Horror ,https://boardgamegeek.com/boardgame/15987/arkham-horror,416,2005,39190,7.24004,7.03238,1.70412,3.5825,3856,80069,2,1,6,4,4,1097,120,240,"Cooperative Game
Dice Rolling
Events
Finale Ending
Hand Management
Lose a Turn
",Thematic,142,7.01333,,,,Unknown
Bruxelles 1893 ,https://boardgamegeek.com/boardgame/144592/bruxelles-1893,417,2013,5463,7.61141,7.02944,1.24661,3.5865,341,13440,4,2,5,4,4,127,50,125,"Area Majority / Influence
Auction/Bidding
Modular Board
Open Drafting
Worker Placement
",Strategy ,245,7.15971,,,,Unknown
London (Second Edition) ,https://boardgamegeek.com/boardgame/236191/london-second-edition,418,2017,6745,7.5126,7.03032,1.17731,2.7308,182,19713,3,2,4,3,3,127,60,90,"Action Queue
Hand Management
Loans
Open Drafting
Take That
",Strategy ,268,7.12917,,,,$60.17 
Tiny Towns ,https://boardgamegeek.com/boardgame/265736/tiny-towns,419,2019,18657,7.23235,7.02867,1.18747,2.058,345,85321,13,1,5,3,3,260,45,60,"End Game Bonuses
Follow
Grid Coverage
Pattern Building
Player Elimination
Solo / Solitaire Game
",Family ,98,7.07089,,,,$37.62 
San Juan (Second Edition) ,https://boardgamegeek.com/boardgame/166669/san-juan-second-edition,420,2014,7230,7.45902,7.02812,1.12405,2.0806,186,23137,0,2,4,3,3,102,45,60,"Action Drafting
Follow
Hand Management
Multi-Use Cards
Set Collection
Variable Phase Order
",Strategy ,279,7.11947,,,,Unknown
Azul: Stained Glass of Sintra ,https://boardgamegeek.com/boardgame/256226/azul-stained-glass-sintra,421,2018,13100,7.31653,7.02761,1.1912,2.0038,260,49176,4,2,4,3,3,128,30,45,"End Game Bonuses
Modular Board
Open Drafting
Pattern Building
Set Collection
Tile Placement
",Abstract ,16,7.14876,Family ,93,7.08908,$34.98 
Dice Forge ,https://boardgamegeek.com/boardgame/194594/dice-forge,422,2017,21263,7.23023,7.02501,1.23183,1.9729,442,96429,11,2,4,4,4,259,45,45,"Deck, Bag, and Pool Building
Dice Rolling
Open Drafting
Random Production
",Family ,102,7.0574,,,,$44.99 
Blitzkrieg!: World War Two in 20 Minutes ,https://boardgamegeek.com/boardgame/258210/blitzkrieg-world-war-two-20-minutes,423,2019,5389,7.6148,7.02513,1.1112,1.9313,131,21054,2,1,2,2,2,91,20,45,"Area Majority / Influence
Deck, Bag, and Pool Building
Hand Management
Kill Steal
Race
Solo / Solitaire Game
",War ,63,7.3195,Strategy ,255,7.14702,Unknown
Civilization ,https://boardgamegeek.com/boardgame/71/civilization,424,1980,7475,7.49739,7.02379,1.60208,3.6473,757,5367,3,4,7,7,7,117,360,360,"Area Majority / Influence
Area Movement
Hand Management
Set Collection
Tech Trees / Tech Tracks
Trading
",Strategy ,298,7.09053,,,,Unknown
Codenames: Pictures ,https://boardgamegeek.com/boardgame/198773/codenames-pictures,425,2016,22126,7.19524,7.02218,1.27634,1.2421,318,96818,6,4,8,6,6,193,15,15,"Communication Limits
Memory
Push Your Luck
Team-Based Game
",Party ,27,7.06947,,,,$24.99 
Skull ,https://boardgamegeek.com/boardgame/92415/skull,426,2011,22520,7.1936,7.02146,1.40464,1.1117,573,114587,7,3,6,5,6,260,15,45,"Auction/Bidding
Bids As Wagers
Hand Management
Player Elimination
",Party ,31,7.0422,,,,Unknown
ISS Vanguard ,https://boardgamegeek.com/boardgame/325494/iss-vanguard,427,2022,2623,8.66007,7.02109,1.55941,3.6506,166,12401,4,1,4,1,2,136,90,120,"Cooperative Game
Dice Rolling
Open Drafting
Scenario / Mission / Campaign Game
Storytelling
Variable Player Powers
",Thematic,40,7.46013,,,,$143.17 
Mindbug: First Contact ,https://boardgamegeek.com/boardgame/345584/mindbug-first-contact,428,2022,5066,7.74001,7.02016,1.35041,1.9606,127,40707,6,2,2,2,2,71,15,25,"Betting and Bluffing
Hand Management
Take That
",Strategy ,283,7.11436,Family ,76,7.14401,Unknown
Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures ,https://boardgamegeek.com/boardgame/204305/sherlock-holmes-consulting-detective-jack-ripper-w,429,2016,5852,7.59976,7.0151,1.46888,2.1786,84,11754,0,1,4,2,2,76,60,120,"Cooperative Game
Narrative Choice / Paragraph
Solo / Solitaire Game
Storytelling
",Thematic,86,7.20989,,,,$46.39 
Firefly: The Game ,https://boardgamegeek.com/boardgame/138161/firefly-game,430,2013,11926,7.38957,7.01447,1.5625,2.9547,530,22234,2,1,4,3,3,229,120,240,"Area Movement
Dice Rolling
Open Drafting
Pick-up and Deliver
Solo / Solitaire Game
Take That
",Thematic,125,7.06987,,,,$85.59 
Spartacus: A Game of Blood and Treachery ,https://boardgamegeek.com/boardgame/128671/spartacus-game-blood-and-treachery,431,2012,8691,7.46899,7.01403,1.54417,2.7242,388,14957,2,3,4,4,4,169,120,180,"Auction/Bidding
Betting and Bluffing
Bribery
Dice Rolling
Grid Movement
Hand Management
",Thematic,114,7.12076,,,,Unknown
Marvel United: X-Men ,https://boardgamegeek.com/boardgame/336382/marvel-united-x-men,432,2021,3118,8.09509,7.01412,1.27396,2,80,15464,1,1,5,3,3,49,40,40,"Cooperative Game
Hand Management
Modular Board
Solo / Solitaire Game
Team-Based Game
Variable Player Powers
",Family ,62,7.19175,,,,$30.68 
Sprawlopolis ,https://boardgamegeek.com/boardgame/251658/sprawlopolis,433,2018,10221,7.34028,7.01226,1.15226,1.8419,253,93435,2,1,2,1,1,235,15,20,"Closed Drafting
Cooperative Game
Hand Management
Layering
Solo / Solitaire Game
Tile Placement
",Strategy ,314,7.06081,Family ,94,7.08348,Unknown
Mythic Battles: Pantheon ,https://boardgamegeek.com/boardgame/186751/mythic-battles-pantheon,434,2017,3146,8.34105,7.01201,1.55114,3.0403,124,9724,0,2,4,2,2,82,60,90,"Area Movement
Campaign / Battle Card Driven
Command Cards
Dice Rolling
Hand Management
Line of Sight
",Strategy ,256,7.14583,,,,Unknown
Space Hulk (Third Edition) ,https://boardgamegeek.com/boardgame/54625/space-hulk-third-edition,435,2009,7087,7.52842,7.01153,1.79923,2.7862,538,10430,8,2,2,2,2,120,60,60,"Action Points
Dice Rolling
Grid Movement
Modular Board
Scenario / Mission / Campaign Game
",Thematic,87,7.20357,,,,Unknown
Clash of Cultures ,https://boardgamegeek.com/boardgame/40765/clash-cultures,436,2012,5742,7.57751,7.01155,1.42781,3.5978,363,12020,2,2,4,3,4,134,180,240,"Action Points
Area Majority / Influence
Dice Rolling
Grid Movement
Hand Management
Hexagon Grid
",Strategy ,265,7.13201,,,,Unknown
Nippon ,https://boardgamegeek.com/boardgame/154809/nippon,437,2015,4877,7.64311,7.01159,1.22265,3.7816,293,13745,8,2,4,4,4,88,60,120,"Area Majority / Influence
Variable Phase Order
",Strategy ,252,7.15611,,,,Unknown
Wayfarers of the South Tigris ,https://boardgamegeek.com/boardgame/350316/wayfarers-south-tigris,438,2022,3868,7.84604,7.01582,1.27904,3.8326,215,13821,1,1,4,2,2,135,60,90,"Area Majority / Influence
End Game Bonuses
Modular Board
Open Drafting
Set Collection
Solo / Solitaire Game
",Strategy ,239,7.17687,,,,$50.75 
Cubitos ,https://boardgamegeek.com/boardgame/298069/cubitos,439,2021,8036,7.43496,7.01256,1.19484,2.1914,162,30842,3,2,4,4,4,106,30,60,"Catch the Leader
Deck, Bag, and Pool Building
Delayed Purchase
Dice Rolling
Market
Push Your Luck
",Family ,87,7.10516,,,,$49.15 
Santa Maria ,https://boardgamegeek.com/boardgame/229220/santa-maria,440,2017,6803,7.47946,7.01039,1.18276,3.0388,258,21231,3,1,4,3,3,153,45,90,"Dice Rolling
Network and Route Building
Open Drafting
Set Collection
Tile Placement
Variable Player Powers
",Strategy ,284,7.11377,,,,$59.95 
Sword & Sorcery ,https://boardgamegeek.com/boardgame/170771/sword-sorcery,441,2017,4885,7.90355,7.01142,1.53404,4.1073,261,15650,0,1,4,1,2,150,60,90,"Action Points
Area Movement
Cooperative Game
Dice Rolling
Modular Board
Role Playing
",Thematic,68,7.27969,,,,$80.24 
King of Tokyo: Dark Edition ,https://boardgamegeek.com/boardgame/293141/king-tokyo-dark-edition,442,2020,5059,7.69233,7.01098,1.20718,1.6387,119,19672,0,3,6,4,5,74,30,30,"Dice Rolling
King of the Hill
Open Drafting
Player Elimination
Push Your Luck
",Family ,78,7.14018,,,,Unknown
Biblios ,https://boardgamegeek.com/boardgame/34219/biblios,443,2007,17458,7.19787,7.00752,1.18576,1.6835,793,83969,3,2,4,3,3,375,30,30,"Auction: Turn Order Until Pass
Auction/Bidding
Closed Drafting
Commodity Speculation
Hand Management
Set Collection
",Strategy ,327,7.03857,Family ,101,7.05755,Unknown
Chess ,https://boardgamegeek.com/boardgame/171/chess,444,1475,35679,7.20055,7.00786,1.84796,3.6543,2751,222976,0,2,2,2,2,461,0,0,"Grid Movement
Once-Per-Game Abilities
Pattern Movement
Square Grid
Static Capture
Sudden Death Ending
",Abstract ,46,6.81976,,,,$26.76 
Wavelength ,https://boardgamegeek.com/boardgame/262543/wavelength,445,2019,12366,7.29065,7.00607,1.29506,1.1179,195,40291,9,4,12,6,6,132,30,45,"Race
Targeted Clues
Team-Based Game
",Party ,21,7.1469,,,,$31.49 
Stockpile ,https://boardgamegeek.com/boardgame/161614/stockpile,446,2015,7003,7.46196,7.00476,1.23962,2.107,187,20345,3,3,5,4,5,102,45,45,"Auction: Fixed Placement
Auction/Bidding
Commodity Speculation
Constrained Bidding
Investment
Market
",Strategy ,291,7.09951,,,,Unknown
Macao ,https://boardgamegeek.com/boardgame/55670/macao,447,2009,7421,7.41195,7.00423,1.33384,3.1344,543,26394,6,2,4,3,3,155,50,100,"Action Points
Dice Rolling
Hand Management
Network and Route Building
Open Drafting
Pick-up and Deliver
",Strategy ,287,7.10445,,,,Unknown
Fresco ,https://boardgamegeek.com/boardgame/66188/fresco,448,2010,13022,7.25379,7.00392,1.14904,2.6275,690,25945,20,2,4,4,4,206,60,60,"Action Queue
Grid Movement
Market
Set Collection
Simultaneous Action Selection
Turn Order: Stat-Based
",Strategy ,321,7.05437,Family ,99,7.06884,$102.99 
Advanced Squad Leader ,https://boardgamegeek.com/boardgame/243/advanced-squad-leader,449,1985,3815,8.00742,7.00025,2.06155,4.7379,721,19981,0,1,2,2,2,130,120,480,"Critical Hits and Failures
Dice Rolling
Grid Movement
Hexagon Grid
Interrupts
Line of Sight
",War ,16,7.71093,,,,$49.99 
Claustrophobia ,https://boardgamegeek.com/boardgame/36932/claustrophobia,450,2009,7023,7.47308,7.00017,1.38169,2.4803,456,17532,7,2,2,2,2,118,45,45,"Dice Rolling
Grid Movement
Line of Sight
Modular Board
Scenario / Mission / Campaign Game
Variable Player Powers
",Thematic,103,7.16795,,,,$249.99 
The Witcher: Old World ,https://boardgamegeek.com/boardgame/331106/witcher-old-world,451,2023,4548,8.0663,7.00285,1.69091,2.8419,253,9471,0,1,3,2,3,285,90,150,"Card Play Conflict Resolution
Deck, Bag, and Pool Building
Dice Rolling
Events
Hand Management
Increase Value of Unchosen Resources
",Thematic,98,7.17462,,,,$78.17 
Dune ,https://boardgamegeek.com/boardgame/121/dune,452,1979,5846,7.58959,6.99937,1.69453,3.4431,571,6900,0,4,6,6,6,163,60,180,"Alliances
Area Majority / Influence
Area Movement
Auction/Bidding
Force Commitment
Hand Management
",Thematic,93,7.18047,Strategy ,300,7.08447,Unknown
Mice and Mystics ,https://boardgamegeek.com/boardgame/124708/mice-and-mystics,453,2012,19301,7.23782,6.9975,1.42358,2.7248,774,48879,8,1,4,4,4,267,60,90,"Area Movement
Cooperative Game
Dice Rolling
Multiple Maps
Role Playing
Scenario / Mission / Campaign Game
",Thematic,137,7.03612,,,,$63.99 
Sky Team ,https://boardgamegeek.com/boardgame/373106/sky-team,454,2023,2865,8.18421,7.01433,1.11862,2.0513,78,26840,0,2,2,2,2,46,15,15,"Communication Limits
Cooperative Game
Dice Rolling
",Thematic,61,7.30961,Family ,58,7.21612,$29.99 
The Manhattan Project ,https://boardgamegeek.com/boardgame/63628/manhattan-project,455,2012,9847,7.32819,6.99691,1.25928,2.9571,490,20180,1,2,5,4,4,146,120,120,"Action Retrieval
Closed Drafting
Race
Take That
Worker Placement
Worker Placement, Different Worker Types
",Strategy ,316,7.05967,,,,Unknown
Flash Point: Fire Rescue ,https://boardgamegeek.com/boardgame/100901/flash-point-fire-rescue,456,2011,23963,7.16266,6.99689,1.25334,2.1966,951,82797,5,1,6,4,4,328,45,45,"Action Points
Cooperative Game
Dice Rolling
Grid Movement
Pick-up and Deliver
Simulation
",Thematic,144,7.00501,Family ,114,7.01423,$39.99 
Thunderstone Quest ,https://boardgamegeek.com/boardgame/215341/thunderstone-quest,457,2018,4298,7.77719,6.99547,1.41262,2.8421,95,15751,1,2,3,2,2,83,60,90,"Deck, Bag, and Pool Building
",Strategy ,261,7.13887,,,,Unknown
